customer_id,age,salary,account_balance,avg_card_spend,tenure_months,digital_engagement_score,missed_payments,is_sme_owner,international_spend_ratio,personal_loan_conversion,fx_card_conversion,churn_risk
4748,27,3000.0,10928.55,426.08,84,59.2,0,0,0.79,1,0,0
4749,29,19333.06,123156.71,5947.24,118,83.65,0,1,0.81,0,1,0
4750,38,5460.9,10845.81,2457.53,117,52.36,0,0,0.24,1,0,0
4751,49,31954.83,226653.37,18480.84,18,17.69,0,0,0.71,0,1,0
4752,35,16234.14,110481.56,2955.76,1,44.82,0,0,0.48,0,0,0
4753,35,18371.38,119027.15,3010.46,107,27.8,1,0,0.62,0,0,0
4754,33,3000.0,10532.76,1008.52,4,35.97,1,0,0.13,0,1,0
4755,32,30201.97,206845.19,17639.44,12,22.5,0,1,0.43,0,1,1
4756,40,25527.94,68624.55,14951.45,154,33.39,1,0,0.12,1,0,1
4757,23,24683.37,56985.52,5281.19,160,82.17,0,0,0.5,1,1,0
4758,50,8243.73,14774.54,2140.68,101,75.77,0,0,0.06,0,0,0
4759,31,8716.32,66292.14,4828.98,79,49.05,0,0,0.13,0,0,0
4760,45,20683.19,72434.01,9667.75,52,78.25,0,0,0.33,0,1,0
4761,25,9666.02,72152.16,5665.82,99,97.56,0,0,0.51,1,0,0
4762,44,23218.72,75971.36,12690.75,90,40.61,0,1,0.11,0,0,0
4763,44,3000.0,22197.54,622.64,15,98.0,0,0,0.88,1,1,0
4764,41,12149.47,89608.85,5830.08,136,24.59,0,0,0.28,1,1,1
4765,28,39561.04,296861.87,4916.75,30,95.45,0,1,0.58,1,0,0
4766,40,23273.83,109968.78,11844.43,127,86.44,1,1,0.14,1,0,1
4767,26,20001.52,142583.88,8016.18,126,19.91,1,0,0.74,1,0,1
4768,35,41822.72,321197.57,24175.64,95,34.98,1,0,0.54,0,1,1
4769,48,3000.0,10830.03,1740.05,8,70.79,0,0,0.93,1,1,1
4770,45,8216.27,34694.69,1030.38,93,19.16,2,0,0.69,0,1,0
4771,38,13185.92,81423.88,2376.9,145,59.07,0,0,0.98,0,1,0
4772,28,28300.21,97701.93,9681.6,16,53.48,0,0,0.81,0,0,0
4773,44,28507.88,182443.58,15387.03,113,29.19,0,0,0.53,0,0,0
4774,38,7607.92,15065.95,3858.91,45,30.05,1,0,0.23,0,0,1
4775,18,29975.45,146961.83,17451.26,138,51.63,0,0,0.34,1,0,1
4776,45,13160.22,30203.21,5383.08,147,29.98,0,0,0.38,0,0,0
4777,37,32539.68,110849.74,7428.21,167,18.03,0,0,0.91,0,1,1
4778,50,5608.29,17840.33,631.23,50,77.34,0,0,0.26,1,0,1
4779,27,16520.26,114866.34,3493.43,60,58.18,0,0,0.72,0,0,0
4780,18,12117.99,33419.75,5303.28,68,43.76,1,0,0.59,1,1,1
4781,40,30672.36,207189.11,17272.76,127,18.12,1,1,0.17,0,0,0
4782,40,11726.63,78108.03,3054.22,160,59.44,0,0,0.27,1,0,0
4783,21,17490.62,82953.45,9407.37,80,62.86,0,0,0.28,0,0,1
4784,28,24081.74,72726.39,7163.09,89,47.98,0,0,0.18,0,0,0
4785,65,24543.1,73011.46,6237.28,86,37.27,0,0,0.78,0,1,0
4786,34,28643.43,129525.89,10151.87,152,86.72,0,0,0.31,1,0,0
4787,45,20533.5,31975.96,6594.06,28,70.48,2,0,0.53,1,1,1
4788,31,12981.01,64305.08,7229.13,151,35.62,0,0,0.74,1,1,0
4789,18,13803.62,106192.13,4612.18,63,59.31,0,0,0.97,1,1,0
4790,36,18308.07,45872.6,4369.54,118,23.37,0,0,0.91,0,1,1
4791,35,20995.11,109736.12,10944.39,127,1.15,1,1,0.21,0,0,1
4792,34,16233.94,125838.39,9730.21,73,86.88,0,0,0.89,1,0,0
4793,36,18230.44,129315.7,7731.27,66,81.89,0,0,0.85,1,1,0
4794,40,3000.0,21082.41,675.69,166,63.94,0,0,0.03,1,0,0
4795,36,26008.26,177949.18,5706.41,28,81.13,0,0,0.88,1,1,0
4796,25,20173.35,70781.28,2599.4,154,78.08,0,0,0.53,1,0,0
4797,42,30022.44,218833.88,4162.51,60,86.03,0,1,0.19,1,0,1
4798,18,18001.93,137151.5,10035.92,128,89.19,0,0,1.0,0,0,0
4799,18,3000.0,14167.95,444.73,25,81.88,0,0,0.31,0,0,0
4800,45,13698.65,52119.4,4687.29,149,85.17,0,0,0.19,1,0,0
4801,43,15600.84,65406.35,7005.73,25,50.17,0,0,0.17,1,0,0
4802,37,26914.84,98840.49,14135.07,58,70.8,0,0,0.53,1,1,1
4803,24,3000.0,8642.16,556.91,38,33.32,0,0,0.17,0,0,1
4804,30,18494.15,102086.16,5897.59,46,86.11,1,0,0.52,0,1,1
4805,35,24164.1,124611.37,5454.81,113,85.86,0,0,0.74,0,1,0
4806,22,10062.15,45348.11,2293.28,100,6.61,0,0,0.95,1,0,1
4807,30,18895.54,40115.13,4760.16,132,34.7,0,1,0.37,1,0,0
4808,44,10475.56,69974.7,4122.74,147,17.14,0,1,0.98,0,1,0
4809,52,9245.12,24380.02,1001.14,24,13.58,0,0,0.99,1,1,0
4810,33,13098.96,29402.63,3987.1,55,41.49,0,0,0.59,1,0,0
4811,45,9471.7,52567.57,1831.97,153,62.57,0,0,0.3,1,0,1
4812,18,26203.42,107203.13,15291.25,72,34.37,0,0,0.85,1,1,0
4813,44,9180.58,17339.86,3592.95,127,30.92,0,0,0.05,0,0,0
4814,29,7165.08,27307.51,3826.49,65,9.45,0,0,0.44,1,0,1
4815,41,39215.14,255548.32,7758.52,68,38.29,0,1,0.63,0,1,0
4816,35,29528.88,162382.85,14912.32,140,47.1,0,0,0.98,1,1,0
4817,51,3000.0,11574.33,922.17,153,39.87,0,0,0.7,0,1,0
4818,29,8822.78,24233.81,1666.16,149,68.01,0,0,0.23,1,0,0
4819,44,20909.56,117233.01,10049.61,147,28.82,0,0,0.85,1,0,1
4820,35,21885.06,159084.9,10526.84,70,71.6,0,0,0.66,1,1,0
4821,36,3000.0,17102.32,1793.83,54,88.28,0,1,0.86,1,1,0
4822,36,31902.79,216424.51,15647.32,163,59.12,0,0,0.7,0,1,0
4823,29,27902.69,136442.24,4816.94,3,38.87,1,0,0.35,0,0,1
4824,37,23782.82,146664.18,6213.79,33,17.97,1,0,0.12,0,0,0
4825,37,34280.74,251122.68,11170.84,7,93.24,0,1,0.69,1,0,0
4826,40,23427.48,152879.85,3826.33,105,75.19,0,0,0.2,0,0,0
4827,38,23382.97,173362.53,11551.64,155,24.64,0,0,0.07,0,0,1
4828,45,36692.15,157864.58,13332.07,1,15.06,0,1,0.29,1,1,1
4829,47,31214.63,230283.84,17861.79,168,4.93,0,0,0.32,1,1,0
4830,27,7901.91,43778.06,3118.52,146,19.06,0,0,0.99,0,0,1
4831,46,25598.34,183164.25,9252.51,163,73.24,2,1,0.56,1,0,0
4832,26,10028.79,17610.02,1361.03,81,62.95,0,0,0.99,1,1,0
4833,43,24049.85,138912.93,4200.86,39,96.74,0,1,0.77,1,0,0
4834,44,23719.36,166316.32,12447.04,124,32.2,1,0,0.49,1,1,1
4835,18,3000.0,7896.94,1786.01,11,78.66,1,0,0.28,1,0,1
4836,38,16537.85,95946.26,5086.87,101,12.05,0,0,0.22,0,0,1
4837,33,21183.08,145362.68,10698.37,45,56.26,0,0,0.23,0,0,0
4838,30,12764.52,43037.75,5281.87,131,46.68,0,0,0.86,0,1,0
4839,51,21776.52,90026.33,12620.14,60,83.82,1,0,0.4,1,0,0
4840,31,27670.77,143939.63,6061.8,92,70.16,0,0,0.45,0,1,1
4841,29,17632.88,85953.08,6566.8,58,19.43,1,0,0.62,0,0,0
4842,38,20695.19,36314.5,6299.57,111,98.39,0,0,0.06,1,0,0
4843,44,34601.09,74093.69,12832.09,34,82.31,0,0,0.47,1,1,0
4844,36,23678.36,50980.28,5550.9,156,35.46,0,0,0.02,0,0,1
4845,49,20409.89,65408.42,7120.46,61,82.6,2,0,0.74,0,0,0
4846,43,6503.05,20147.2,2681.87,121,95.69,0,1,0.02,1,1,0
4847,18,26052.31,164766.43,3663.16,110,89.03,0,0,0.71,1,1,0
4848,32,21961.8,114702.93,10354.85,165,55.62,0,0,0.2,1,0,0
4849,32,33404.87,215990.72,15141.14,144,57.71,0,0,0.81,1,1,0
4850,42,18562.54,36277.23,10028.02,125,10.66,0,0,0.32,1,0,1
4851,18,3000.0,13961.68,938.78,173,16.47,0,0,0.9,0,0,0
4852,63,3000.0,10813.62,392.5,15,98.26,1,0,0.74,0,1,0
4853,43,26828.17,188457.31,8872.9,4,76.98,0,0,0.21,1,0,0
4854,39,11157.68,68068.85,1883.47,23,2.55,0,0,0.88,0,0,1
4855,49,23241.21,166178.86,9847.85,80,54.75,1,0,0.02,0,0,0
4856,61,19370.79,34901.83,2393.57,16,34.53,0,0,0.62,1,0,0
4857,46,15997.92,98952.8,4591.38,88,31.15,0,0,0.84,0,1,0
4858,47,16843.66,84387.67,2382.06,53,55.66,0,1,0.13,1,0,1
4859,39,7615.33,52260.18,774.35,10,32.02,1,0,0.05,1,0,0
4860,36,17810.67,85429.65,10335.15,162,25.16,2,0,0.89,0,1,0
4861,33,10986.08,55055.18,6570.37,146,93.78,0,0,0.3,1,0,0
4862,29,13532.92,24853.05,5112.08,53,3.99,0,0,0.67,0,0,0
4863,31,14116.21,82514.88,3098.2,16,43.62,0,0,0.84,1,1,0
4864,24,15279.68,50047.21,8488.62,128,51.12,0,0,0.11,0,0,0
4865,37,29066.08,47319.89,16321.14,115,44.0,1,0,0.38,0,0,0
4866,21,16442.51,31764.32,8669.39,57,65.73,1,0,0.73,1,1,1
4867,39,30284.43,233867.15,11271.41,23,2.57,0,0,0.08,0,1,1
4868,37,36454.26,136685.33,5007.03,40,88.5,0,0,0.75,1,1,0
4869,39,28259.34,201842.07,4075.55,142,50.02,1,0,0.88,0,1,0
4870,32,24413.62,188910.22,13386.23,80,55.37,0,1,0.79,1,1,0
4871,68,21921.99,167291.87,11792.13,18,46.28,0,0,0.24,0,1,0
4872,51,28384.3,205252.98,9003.46,164,44.45,0,0,0.84,0,1,0
4873,25,19072.33,139542.42,5036.57,167,18.67,0,0,0.69,0,0,0
4874,40,29814.84,100730.99,12583.71,104,50.44,0,0,0.75,0,0,0
4875,31,25369.27,63031.33,12773.27,169,42.13,0,0,0.75,1,0,1
4876,27,13681.91,77374.05,6373.62,1,46.81,0,0,0.45,0,0,1
4877,24,28750.21,134340.72,11724.38,81,1.38,0,0,0.9,0,0,1
4878,42,19097.76,40904.61,4120.45,92,13.09,1,0,0.12,1,0,1
4879,31,16726.42,98753.07,3868.02,170,76.32,0,0,0.96,1,1,0
4880,47,12285.61,63376.43,5676.37,152,41.91,0,0,0.01,0,0,0
4881,47,19992.23,142143.49,10022.3,117,74.29,1,0,0.77,0,1,0
4882,51,29957.55,163559.08,4735.32,65,17.11,1,0,0.19,0,1,1
4883,29,28667.28,149948.51,5551.38,18,69.82,0,0,0.06,0,0,0
4884,42,22240.73,97078.24,9791.15,90,28.91,0,0,0.5,1,1,1
4885,44,25195.72,113585.24,7419.97,14,70.51,0,0,0.51,0,0,0
4886,33,33260.36,256220.46,12693.7,19,8.68,0,0,0.67,0,1,0
4887,30,16200.4,38879.34,6600.17,82,33.36,1,0,0.59,1,1,0
4888,54,4614.96,20307.77,2252.57,109,11.94,0,1,0.03,1,0,1
4889,40,33613.56,193710.8,16902.86,7,62.96,0,0,0.2,1,1,0
4890,44,11642.66,50233.07,2794.8,64,39.26,1,0,0.72,0,1,1
4891,29,9715.94,32460.01,3601.2,2,7.43,0,0,0.94,0,1,0
4892,25,3000.0,10103.47,485.29,7,52.64,0,0,0.77,1,0,0
4893,32,24855.4,75032.58,12949.85,28,2.49,0,0,0.99,1,1,1
4894,36,3000.0,11206.11,1568.17,92,81.85,0,0,0.12,0,0,0
4895,27,8996.89,64470.72,2247.0,81,93.83,0,0,0.96,0,1,0
4896,37,25058.84,119880.48,4518.36,30,81.01,1,0,0.37,0,1,0
4897,21,26663.06,81630.32,3600.74,85,95.15,1,0,0.56,1,0,0
4898,26,10179.55,40712.33,3944.46,36,89.71,1,0,0.98,1,0,0
4899,44,16390.16,35859.99,2388.28,116,89.49,0,0,0.45,1,0,0
4900,44,7528.87,55534.66,3314.94,22,24.54,1,0,0.31,0,0,0
4901,34,11419.24,47427.36,5013.77,79,23.12,0,0,0.79,0,1,0
4902,27,21194.58,166855.26,8626.06,78,80.94,0,1,0.7,1,1,0
4903,27,11980.24,45033.75,6448.73,155,49.14,0,0,0.02,0,0,0
4904,34,15069.42,104526.23,4357.18,126,94.23,0,0,0.49,0,1,0
4905,44,3000.0,9499.51,1653.4,10,89.73,0,0,0.92,1,0,0
4906,47,31595.47,63032.77,3742.88,22,89.32,1,0,0.55,1,1,0
4907,33,24120.8,41156.52,3771.97,151,32.61,1,0,0.61,0,1,0
4908,26,27514.86,149683.47,8422.38,52,13.29,0,0,0.49,1,1,0
4909,40,33485.1,118042.65,13293.47,170,67.79,1,0,0.59,1,1,0
4910,29,8097.45,35490.13,940.82,169,44.06,0,0,0.3,1,0,0
4911,32,13699.27,93445.51,5256.64,48,93.39,0,1,0.2,1,1,0
4912,51,3000.0,9338.11,761.1,69,85.39,0,0,0.39,0,0,0
4913,46,55685.07,195245.3,30268.93,179,92.88,0,0,0.23,1,0,0
4914,39,16204.98,113348.71,5941.43,1,56.79,1,0,0.91,0,1,0
4915,25,30464.73,143274.27,12001.49,97,52.62,1,0,0.15,0,0,0
4916,40,3142.07,21616.86,1799.81,71,84.71,1,1,0.24,0,0,0
4917,48,29956.66,117852.32,14441.67,152,51.19,0,0,0.79,1,0,1
4918,34,40291.09,164766.58,12858.36,143,90.0,0,0,0.1,0,0,0
4919,51,17276.63,44684.27,5847.1,172,3.44,1,0,0.8,0,0,0
4920,50,5869.42,43763.87,2488.41,81,35.88,1,0,0.58,1,0,0
4921,54,16334.44,119716.67,3268.52,49,83.48,0,0,0.46,1,1,1
4922,41,3000.0,23692.23,432.98,177,21.0,0,0,0.87,0,1,0
4923,43,17545.36,72215.06,4484.91,95,39.9,0,0,0.4,0,0,0
4924,52,27851.61,189975.72,13624.77,118,1.0,1,0,0.27,0,0,1
4925,42,17570.91,73748.6,4017.8,98,30.17,0,0,0.54,0,1,0
4926,32,14590.33,64969.87,2412.94,74,31.86,0,0,0.56,0,0,1
4927,33,24330.82,167760.89,5097.58,37,73.25,1,0,0.12,1,1,1
4928,40,25248.3,66980.81,11096.29,74,67.73,0,0,0.79,0,1,0
4929,25,3000.0,8796.06,1220.92,170,44.5,1,0,0.37,1,0,1
4930,36,19065.88,67602.51,8468.25,128,72.85,0,0,0.13,1,0,0
4931,48,47231.82,312824.09,12326.52,10,42.83,0,0,0.1,1,1,0
4932,18,3000.0,11766.71,1651.28,102,43.46,0,0,0.57,1,1,0
4933,53,16974.97,64981.79,5531.89,53,64.56,0,0,0.37,1,0,0
4934,49,41300.95,330089.87,14738.51,170,72.29,0,0,0.32,0,0,0
4935,33,31250.1,124836.03,17950.18,136,84.69,0,0,0.46,1,0,1
4936,43,11839.24,36826.06,6980.87,75,75.14,0,0,0.79,1,1,0
4937,38,20473.62,113646.82,8819.45,84,67.03,0,0,0.17,1,0,1
4938,50,17974.66,120649.87,10288.81,152,56.15,1,0,0.12,1,1,1
4939,47,9023.14,17617.23,3345.36,51,30.81,0,0,0.87,1,1,1
4940,23,17108.97,94489.44,4339.55,71,26.11,0,0,0.81,0,0,1
4941,43,14640.41,25361.29,3770.58,149,84.33,0,0,0.16,0,0,0
4942,35,19352.99,95239.15,7343.88,108,71.73,0,0,0.56,0,1,0
4943,38,9019.4,28595.52,3630.47,6,66.54,0,0,0.54,0,1,0
4944,30,3000.0,10479.51,959.43,31,25.88,0,0,0.77,0,0,0
4945,55,17504.63,79403.17,9485.51,140,96.98,2,0,0.33,0,0,1
4946,48,38581.42,290371.41,12089.41,101,8.13,0,0,0.06,1,0,0
4947,30,18986.44,116184.4,4494.31,141,83.83,0,0,0.19,0,0,0
4948,24,14020.87,106411.38,1458.04,49,21.08,0,0,0.21,0,0,0
4949,34,27049.03,156608.78,15831.38,31,39.23,0,0,0.47,1,1,0
4950,42,16100.16,24894.08,8245.81,9,42.79,0,0,0.5,1,0,0
4951,40,40416.4,130395.57,16480.99,155,66.27,1,0,0.21,1,0,0
4952,50,17953.05,132628.55,9250.69,116,54.67,0,0,0.32,1,0,0
4953,45,26405.96,150049.15,13338.83,115,18.61,0,0,0.78,0,1,1
4954,47,8944.75,70490.93,5062.06,51,3.0,0,1,0.04,0,0,1
4955,41,24037.07,60423.57,7043.68,72,71.72,0,0,0.74,1,1,0
4956,24,21301.12,73038.58,8039.6,155,50.49,0,0,0.98,1,0,1
4957,36,17321.93,66782.78,2586.41,128,36.18,1,0,0.76,1,0,0
4958,48,11978.91,43395.1,6979.6,168,28.45,0,0,0.93,1,0,0
4959,37,10343.64,32457.77,6129.26,62,82.3,0,1,0.26,1,0,0
4960,43,21388.23,93734.51,10577.38,58,79.55,0,0,0.52,1,0,0
4961,34,25547.27,144979.16,8355.5,143,82.61,0,0,0.41,1,1,0
4962,27,16474.05,58040.87,5737.64,167,21.91,0,0,0.27,1,0,1
4963,36,21447.22,43281.54,6813.43,70,85.2,0,0,0.04,0,0,0
4964,41,17545.02,107120.47,4327.57,8,98.55,1,0,0.76,1,1,0
4965,31,19182.31,86005.96,6980.36,163,59.92,1,0,0.72,0,1,0
4966,35,15594.66,79799.98,1976.19,63,4.72,0,0,0.57,0,1,0
4967,28,18215.67,81243.79,10855.51,31,70.23,1,0,0.97,1,1,0
4968,49,50376.49,367109.76,15718.73,170,53.81,1,0,0.87,0,1,0
4969,35,21739.61,111564.26,12254.26,88,71.2,0,0,0.56,1,1,0
4970,52,25743.56,193110.18,11897.02,115,18.82,2,0,0.92,0,1,1
4971,53,23256.28,112065.98,5697.13,41,60.58,2,0,0.56,0,1,1
4972,37,14846.2,50504.14,3132.94,1,53.92,0,0,0.84,1,1,1
4973,27,33527.87,127753.82,20044.23,74,60.25,0,0,0.5,1,1,0
4974,18,14506.03,70990.22,7050.85,33,72.77,1,0,0.81,0,1,0
4975,23,30660.65,151614.83,6893.46,108,54.42,0,0,0.45,0,0,1
4976,24,13989.52,83485.17,1870.71,37,32.18,0,0,0.57,0,1,0
4977,51,6480.33,19176.7,2906.16,124,30.9,1,0,0.2,1,0,1
4978,39,22384.75,129439.37,5629.95,57,69.51,0,0,0.62,0,1,0
4979,41,4743.98,31124.41,999.39,11,66.39,0,0,0.8,1,0,0
4980,18,24427.68,144070.76,11419.18,84,42.2,0,0,0.84,1,0,1
4981,26,3670.1,16999.45,1613.49,47,35.35,0,0,0.77,1,0,0
4982,46,14171.9,112608.87,4828.46,89,62.01,0,0,0.01,1,0,0
4983,40,3000.0,12393.86,1713.98,123,31.22,0,0,0.93,1,0,0
4984,36,51890.0,113786.42,22822.22,132,96.33,0,0,0.06,1,0,0
4985,43,3000.0,20519.33,1640.13,83,59.65,1,0,0.71,0,0,1
4986,54,18117.76,52166.62,3537.97,77,59.19,1,0,0.82,0,1,1
4987,35,31719.65,194643.08,7876.72,140,13.63,0,0,0.77,0,1,1
4988,38,30436.63,81063.27,4634.28,128,60.96,0,0,0.77,1,0,0
4989,39,28216.11,45419.55,7118.64,66,29.49,0,0,0.22,1,0,0
4990,61,14193.26,36032.3,8315.68,165,45.18,0,0,0.09,1,0,1
4991,18,34213.07,135156.21,19892.44,151,53.82,1,0,0.47,1,0,0
4992,44,28960.69,63511.34,13906.73,55,47.8,0,0,0.63,0,1,0
4993,36,20547.6,57223.29,7407.9,147,80.94,0,0,0.82,1,1,0
4994,43,20886.97,135140.17,10242.76,67,9.95,0,0,0.35,0,0,1
4995,31,14352.93,93354.94,5407.37,151,16.73,0,0,0.82,0,0,1
4996,37,7084.18,48269.26,720.85,4,15.7,1,0,0.5,1,0,1
4997,45,32845.81,228853.49,11521.44,18,81.68,0,0,0.79,1,1,0
4998,69,33746.5,142843.29,13480.43,12,11.82,0,0,0.23,0,0,1
4999,46,7390.69,52762.68,1721.1,35,97.14,0,0,0.77,1,1,0
5000,29,16154.58,79457.74,3257.52,155,96.92,0,1,0.21,1,1,0
5001,33,16278.92,74213.67,3856.55,43,99.18,0,0,0.08,0,0,0
5002,33,17608.13,108650.72,7251.27,78,97.97,0,0,0.79,0,0,0
5003,20,18771.54,54246.36,3248.08,95,14.9,0,1,0.78,0,1,0
5004,34,29362.34,194723.18,13511.5,67,65.74,1,0,0.11,1,0,0
5005,45,9033.39,38767.05,2812.43,64,39.97,0,0,0.43,0,0,1
5006,25,7843.84,18255.9,2170.18,93,73.18,0,0,0.03,1,0,1
5007,48,32839.44,74727.04,16538.45,103,40.59,0,0,0.72,1,1,0
5008,42,12448.26,32015.61,4394.63,52,38.32,0,0,0.78,1,0,0
5009,30,3000.0,21866.17,867.6,17,90.4,0,0,0.67,1,0,0
5010,36,12178.44,96710.16,6565.12,33,49.45,1,0,0.53,0,0,1
5011,53,14039.37,53635.01,3988.95,72,73.98,0,0,0.14,0,0,1
5012,45,36659.55,124603.44,19411.24,163,64.99,1,0,0.99,0,1,0
5013,38,29097.91,85024.44,10245.36,148,65.77,0,0,0.26,0,1,0
5014,35,31770.25,217778.92,6481.24,81,34.91,0,0,0.84,0,0,1
5015,38,27839.68,79617.28,11314.3,45,25.24,0,1,0.08,1,1,1
5016,32,29354.92,220355.26,7123.32,77,88.54,2,0,0.19,1,0,0
5017,18,9743.01,56877.55,1691.17,68,2.46,0,0,0.69,0,0,1
5018,58,15616.77,114491.73,2237.33,50,17.29,0,0,0.04,0,1,0
5019,39,6121.02,31223.7,1351.82,158,13.28,0,0,0.01,0,0,1
5020,41,15474.14,92681.13,7246.19,2,94.94,0,0,0.62,0,0,0
5021,37,26209.26,144844.89,13602.6,121,0.5,0,0,0.67,0,1,0
5022,30,19615.0,135397.84,10412.83,34,0.8,0,0,0.71,0,0,1
5023,36,33737.77,233907.17,7930.88,16,22.67,0,0,0.86,1,0,0
5024,22,4303.01,22950.77,1852.39,124,27.91,0,0,0.32,0,0,1
5025,60,24002.86,134687.24,5164.86,171,55.98,0,0,0.09,0,0,0
5026,25,3020.37,22629.17,1242.52,64,96.12,0,0,0.4,0,0,0
5027,27,19130.12,144320.14,10399.24,155,46.5,1,0,0.25,0,0,1
5028,33,26884.0,156401.0,3238.09,65,28.88,0,0,0.96,0,1,0
5029,50,15425.97,23916.47,9141.63,13,81.7,0,0,0.2,1,1,0
5030,38,24613.52,53624.81,12640.12,40,38.58,0,0,0.7,1,0,0
5031,25,6483.21,45879.27,3117.33,160,14.17,0,0,0.92,0,1,0
5032,50,3000.0,6151.93,1337.04,67,79.46,0,0,0.67,1,0,1
5033,45,24684.36,71285.33,11975.29,14,0.24,0,0,0.07,0,0,1
5034,43,38928.12,116728.06,23251.68,120,20.51,0,0,0.93,0,1,1
5035,45,6047.46,32665.52,2933.6,120,63.51,0,0,0.15,0,0,1
5036,61,32666.33,171436.6,9009.39,58,10.25,0,0,0.2,0,0,0
5037,59,18521.08,62623.74,7537.36,92,25.58,0,0,0.73,1,1,1
5038,31,3000.0,8548.42,805.38,46,39.33,0,0,0.49,1,0,0
5039,54,4421.94,28607.53,2586.98,90,39.64,0,0,0.78,1,0,0
5040,41,18189.42,137884.24,10005.45,126,97.28,1,0,0.16,1,0,0
5041,42,13146.45,24232.03,5045.74,110,67.55,0,1,0.86,1,0,0
5042,21,3000.0,7097.02,1471.91,115,3.7,0,0,0.3,1,0,0
5043,36,3000.0,17022.2,1664.53,121,22.14,0,1,0.52,1,0,1
5044,29,7839.37,52750.08,1738.77,33,61.64,0,0,0.11,0,1,0
5045,46,20325.71,135018.12,7921.76,46,71.34,0,0,0.35,0,0,0
5046,48,17923.19,110728.41,6109.27,82,38.06,0,0,0.36,1,1,0
5047,18,11985.14,87111.41,5822.33,125,85.66,0,0,0.97,0,0,0
5048,37,20422.65,59486.42,5913.2,54,94.34,0,0,0.83,0,1,0
5049,49,30480.32,66977.19,13853.0,66,61.41,0,0,0.06,1,1,1
5050,36,22729.52,125009.15,6852.87,132,56.24,0,0,0.29,1,1,0
5051,45,16544.3,113242.29,2573.26,54,75.08,1,0,0.21,0,0,0
5052,41,29136.86,153938.31,4474.28,114,78.2,0,0,0.32,0,0,0
5053,41,6481.8,50295.39,1034.03,4,21.54,1,0,0.01,1,0,1
5054,35,15300.97,102075.33,1778.89,145,48.36,1,0,0.78,0,1,0
5055,25,15586.94,94381.24,5712.41,80,44.74,0,0,0.14,1,0,0
5056,26,3156.56,5971.18,1376.11,73,94.15,0,0,0.2,1,0,0
5057,45,12961.51,28519.53,2117.45,176,11.18,1,0,0.66,0,1,1
5058,38,3000.0,19804.33,1217.79,177,94.35,0,0,0.63,0,1,0
5059,36,40946.14,114180.21,16332.19,151,57.26,0,0,0.83,1,1,0
5060,33,6751.03,11391.89,1171.62,27,28.81,1,0,0.14,0,0,1
5061,34,37033.37,274785.55,11185.61,25,86.93,1,0,0.22,0,1,0
5062,48,18457.01,134555.97,8814.48,93,5.04,1,0,0.88,0,1,1
5063,34,24778.37,72356.43,2685.43,152,31.89,0,0,0.67,0,0,1
5064,24,12134.4,79739.29,2105.0,80,75.25,1,0,0.08,0,0,1
5065,45,20495.16,37134.51,12254.34,92,82.77,0,0,0.09,1,0,1
5066,35,25805.88,86523.93,12045.47,20,16.75,0,0,0.53,0,0,1
5067,38,25974.63,144258.8,8625.27,53,94.18,0,0,0.75,1,0,0
5068,54,27297.28,176358.54,11325.66,83,5.37,0,0,0.64,0,0,0
5069,37,13580.01,21287.95,7103.84,74,43.36,0,0,0.68,1,1,0
5070,40,12235.68,44297.53,6376.65,154,9.74,1,0,0.57,0,0,1
5071,26,3000.0,8679.74,787.05,130,9.77,0,0,0.88,0,0,0
5072,35,24278.63,194036.56,8391.8,3,91.39,0,0,0.9,0,1,0
5073,44,30988.54,181635.77,12985.05,103,90.4,0,0,0.61,0,1,0
5074,22,37391.78,154684.73,5083.35,66,61.53,0,0,0.73,1,1,0
5075,40,21662.07,43145.26,12410.16,153,96.63,0,0,0.46,1,0,0
5076,39,8802.24,47456.03,2784.77,109,49.11,0,0,0.27,0,0,0
5077,38,3000.0,17013.18,856.29,15,78.29,0,0,0.64,0,0,0
5078,48,30500.0,207602.48,16883.28,135,9.73,1,0,0.82,1,1,1
5079,41,3000.0,10127.25,477.43,128,39.56,1,0,0.26,1,0,1
5080,52,13912.75,109622.5,1664.39,82,51.51,0,0,0.63,1,1,0
5081,28,15308.32,66691.11,6773.95,71,77.81,0,0,0.62,0,1,0
5082,39,17166.54,58771.95,5021.24,41,33.45,0,0,0.92,0,0,1
5083,38,18429.63,69386.1,8887.47,126,98.03,1,0,0.76,1,1,0
5084,27,19657.77,95877.03,2639.49,172,73.48,0,0,0.81,0,1,0
5085,47,3000.0,22765.68,875.64,123,53.3,0,0,0.57,1,1,0
5086,61,18175.87,114117.79,3956.21,33,33.08,1,1,0.73,0,1,0
5087,37,3000.0,15753.64,1409.41,151,64.2,0,0,0.24,1,0,0
5088,43,26786.62,68527.33,5721.22,64,67.31,0,0,0.58,1,1,0
5089,38,11338.5,28015.12,3730.06,134,67.92,2,0,0.66,1,0,0
5090,30,3000.0,14292.84,1528.32,63,58.62,0,0,0.83,1,0,1
5091,19,8229.54,51324.43,4589.58,126,40.05,0,0,0.17,0,0,1
5092,30,11159.1,71212.65,5147.72,171,81.67,0,0,0.33,1,1,0
5093,24,32288.4,95846.28,10158.39,153,25.83,0,0,0.79,1,1,0
5094,55,20359.65,43786.42,7858.68,8,62.54,2,0,0.43,1,1,1
5095,36,22133.34,88511.14,9845.9,165,47.17,1,0,0.48,0,1,1
